City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
252,manfalut,27.3104,30.97,16.44,58,0,3.38,EG,1730346406
253,kasongo-lunda,-6.4667,16.8167,20.89,98,94,0.09,CD,1730346406
254,yeed,4.55,43.0333,26.57,62,55,4.56,SO,1730346406
255,kisangani,0.5167,25.2,21.08,99,100,0.86,CD,1730346406
256,fortuna,40.5982,-124.1573,9.08,96,75,0.0,US,1730346407
257,sulphur,30.2366,-93.3774,25.11,88,40,6.17,US,1730346407
258,rio grande,-32.035,-52.0986,19.46,89,32,7.83,BR,1730346353
259,esmeraldas,-19.7625,-44.3139,17.19,93,100,3.22,BR,1730346408
260,moussoro,13.6408,16.4901,22.33,20,1,4.73,TD,1730346408
261,katabu,-4.9333,122.5167,36.75,34,97,2.39,ID,1730346409
262,ambar,37.8532,40.5278,6.77,31,3,0.24,TR,1730346409
263,adre,13.4667,22.2,20.12,25,4,5.0,TD,1730346409
264,guelmim,28.987,-10.0574,11.19,93,0,3.09,MA,1730346410
265,kismayo,-0.3582,42.5454,26.32,75,94,3.96,SO,1730346410
266,rudnya,54.947,31.0934,4.95,73,91,5.24,RU,1730346410
267,pangody,65.85,74.4859,-6.64,93,99,4.35,RU,1730346411
268,usinsk,65.9939,57.5281,1.22,95,100,10.16,RU,1730346411
269,keflavik,64.0049,-22.5624,3.24,70,75,8.23,IS,1730346411
270,bairnsdale,-37.8333,147.6167,18.36,65,81,2.68,AU,1730346412
271,hpa-an,16.8906,97.6333,30.28,70,53,0.85,MM,1730346412
272,lingyuan,41.24,119.4011,16.58,47,87,3.04,CN,1730346412
273,bryne,58.7354,5.6477,11.64,87,75,6.17,NO,1730346412
274,gadzhiyevo,69.2551,33.3362,0.14,77,92,9.07,RU,1730346413
275,marsh harbour,26.5412,-77.0636,25.42,65,57,11.83,BS,1730346413
276,puerto gaitan,4.3133,-72.0816,25.9,71,68,2.46,CO,1730346415
277,tarawa,1.419,172.984,31.05,62,40,0.51,KI,1730346415
278,zarechnyy,53.2036,45.1923,4.47,82,100,7.3,RU,1730346250
279,palikir - national government center,6.9248,158.1611,28.47,89,100,1.54,FM,1730346415
280,udachny,66.4167,112.4,-14.99,95,95,1.59,RU,1730346416
281,avanigadda,16.0215,80.9181,30.53,70,24,2.86,IN,1730346416
282,itaituba,-4.2761,-55.9836,25.4,78,89,1.23,BR,1730346416
283,ibrany,48.1333,21.7167,14.31,80,100,0.95,HU,1730346416
284,klaksvik,62.2266,-6.589,7.29,93,100,5.26,FO,1730346417
285,vilyuchinsk,52.9306,158.4028,3.15,63,17,10.06,RU,1730346417
286,nayoro,44.3506,142.4578,11.17,61,13,5.34,JP,1730346417
287,haciqabul,40.0408,48.9445,14.81,76,80,1.3,AZ,1730346418
288,yemetsk,63.4721,41.7941,1.82,86,100,3.41,RU,1730346418
289,qiancheng,27.185,109.7654,23.66,38,0,3.11,CN,1730346418
290,walvis bay,-22.9575,14.5053,13.53,100,31,3.6,NA,1730346418
291,lorengau,-2.0226,147.2712,29.02,76,43,1.47,PG,1730346419
292,las tablas,7.7667,-80.2833,25.1,99,99,1.11,PA,1730346419
293,faya-largeau,17.9257,19.1043,20.53,30,6,8.36,TD,1730346419
294,ribeira brava,32.65,-17.0667,19.35,68,1,2.36,PT,1730346419
295,gamba,-2.65,10.0,24.87,85,100,2.38,GA,1730346420
296,nuku'alofa,-21.1333,-175.2,27.19,89,75,4.12,TO,1730346272
297,zakamensk,50.3741,103.2863,1.61,55,42,1.02,RU,1730346420
298,shahrud,36.4182,54.9763,9.64,40,87,2.19,IR,1730346421
299,xudat,41.631,48.681,10.65,68,44,2.95,AZ,1730346421
300,acarau,-2.8856,-40.12,25.16,79,63,6.05,BR,1730346422
301,maych'ew,12.7875,39.5422,13.01,80,59,0.85,ET,1730346422
302,tual,-5.6667,132.75,29.06,71,90,2.71,ID,1730346422
303,maitum,6.0392,124.4986,29.98,67,100,2.26,PH,1730346422
304,lebu,-37.6167,-73.65,10.82,96,42,5.05,CL,1730346129
305,mendoza,-32.8908,-68.8272,25.74,47,0,1.03,AR,1730346167
306,genhe,50.7833,121.5167,1.88,99,100,0.88,CN,1730346423
307,la'ie,21.6477,-157.9253,27.98,85,3,3.13,US,1730346423
308,high rock,26.6208,-78.2833,25.54,64,0,11.62,BS,1730346423
309,minas de marcona,-15.2119,-75.1103,13.15,82,23,2.72,PE,1730346424
310,mount pearl,47.5166,-52.7813,1.09,88,100,2.57,CA,1730346424
311,nova vicosa,-17.8919,-39.3719,21.65,92,100,1.22,BR,1730346424
312,kralendijk,12.15,-68.2667,28.99,70,69,6.17,BQ,1730346426
313,yuzhno-kurilsk,44.0306,145.8556,10.78,63,7,8.79,RU,1730346426
314,linden,6.0,-58.3,23.41,93,23,1.12,GY,1730346426
315,geraldton,-28.7667,114.6,33.23,33,5,5.66,AU,1730346426
316,las lomitas,-24.7096,-60.593,29.65,42,45,3.46,AR,1730346427
317,minab,27.1467,57.0801,27.52,41,0,0.59,IR,1730346185
318,narasannapeta,18.4167,84.05,28.4,71,14,1.26,IN,1730346427
319,male,4.1748,73.5089,30.97,74,40,3.09,MV,1730346428
320,nova sintra,14.8667,-24.7167,25.98,76,100,1.85,CV,1730346428
321,ust-tsilma,65.441,52.1498,2.2,77,100,5.83,RU,1730346430
322,karagandy,49.8019,73.1021,2.97,99,100,3.24,KZ,1730346430
323,mossel bay,-34.1831,22.146,10.96,75,0,3.61,ZA,1730346317
324,thunder bay,48.4001,-89.3168,0.99,100,20,1.03,CA,1730346242
325,palmer,42.1584,-72.3287,15.84,72,75,1.54,US,1730346431
326,amstetten,48.1229,14.8721,8.76,96,44,0.55,AT,1730346431
327,sao gabriel da cachoeira,-0.1303,-67.0892,26.34,70,89,1.01,BR,1730346432
328,pimenta bueno,-11.6725,-61.1936,23.35,77,53,1.09,BR,1730346432
329,mangrol,21.1167,70.1167,28.66,53,0,3.09,IN,1730346432
330,salmon arm,50.6998,-119.3024,6.62,87,100,1.03,CA,1730346432
331,mana,5.6592,-53.7767,26.01,86,6,2.58,GF,1730346433
332,saint-joseph,-21.3667,55.6167,24.21,71,61,4.12,RE,1730346433
333,springfield,37.2153,-93.2982,21.92,80,0,9.39,US,1730346303
334,iquique,-20.2208,-70.1431,17.11,76,23,0.44,CL,1730346379
335,berberati,4.2612,15.7922,20.02,95,99,0.66,CF,1730346434
336,caraguatatuba,-23.6338,-45.4899,17.59,96,78,1.06,BR,1730346434
337,panaba,21.2833,-88.2667,23.64,96,99,2.64,MX,1730346434
338,krasavino,60.9614,46.4814,0.67,98,100,3.35,RU,1730346435
339,mamit,23.9333,92.4833,23.46,88,75,2.06,IN,1730346435
340,lagos,6.5833,3.75,24.31,94,53,0.22,NG,1730346435
341,san andres,12.5847,-81.7006,26.01,94,20,1.03,CO,1730346436
342,motueka,-41.1333,173.0167,19.5,49,100,2.07,NZ,1730346436
